label,tweets
0,"Here's problem. An honorable President who loves America badgered for 2 yrs vs corrupt HC and BO selling off USA to foreigners, enemies, ISIS, Iran, etc and ignoredSchweizer: Legions More Evidence on Clinton, but Mueller Chases Trump   via @BreitbartNews"
0,You should donate your campaign dollars to #charity @RandPaul @FoxNews @seanhannity @MarkDice @Lukewearechange #Benghazi #Syria #ISIS made in #USA
0,"As ISIS fell, Syrian hospital inundated by wave of its children  via @csmonitor"
0,"@RyanAFournier 0bama begat, armed, and financed ISIS."
0,"Thread by @SaRaAshcraft: ""Someone just asked me ""Who are the ?"" Ansewer: All of the terrorists in the entire world, including ISIS andamp; Antifamily who have dominatedandamp;ruled every civil []"" #Hivites #Phoenicia #FollowTheWhiteRabbit #Welcome2Wonderland "
0,"It's time for the state to burn the remaining passports, but dare it?"
0,@GregNorberg ISIS is gone why doesn't the #UnitedStates send all #Muslim Refugees back home?
0,@ScytheIronclaw @tha_rami Dont know about you guys but i'm sick of all these ISIS pages
0,"Everytime I shave, my neck looks like it narrowly escaped an isis beheading video. I need better razors."
0,Facts. Isn't ISIS defeated already? Why are they still bombing up the place killing innocent civilians. Israel and American leaders should be jailed
0,Ive said it before and Ill say it again and again until some justice is delivered: Nigel Farage literally sold out our country. He is a traitor and should be tried. His citizenship should be revoked just as we would revoke them from someone who joined ISIS
0,"My darkest thought is maybe somewhere; on the other side of our sea, those ISIS people still being smuggle in to Indonesia."
0,"@thotyuri Hello @ISIS, @ygent_official drew caricatures of prophet Muhammad. Time to bxmb."
0,"Check out ""The OSINT-ification of ISIS on the Dark Web"" - via @smedian_network #ISIS #Osint #EthicalHacking #InformationSecurity #NationalSecurity "
0,#Muslim:  #Syria #ISIS  #IS Islamic history relies on sources written 200 years after-the-fact 
0,@keatonc33 @trreal @UNOFFENDEDPHIL @DLoesch 'Protections for practicing Muslims does not equal support for isis'Justifications for Islamism does. IE the hypocrisy over the Hijab's symbolism. And not disciplining Omar. Still ZERO explanations of those things. And we know why. lol
0,"@joelockhart This is just BS. Remember:- Trump's secret ISIS plan and all the plans he'd have in two weeks? - Trump said he was going to release his returns after the 2016 election?- He'd love to testify under oath?They're talking loud, but they will not do it. "
0,"Hey, those parking lots are big."
0,60 Minutes investigates first ISIS-claimed attack in U.S. and what the FBI knew - CBS News  
0,"The last street in the last village is gone, but the idea will be stubborn."
0,@RomImperator @craigrwall @deray @ABC7Chicago Like #ObamaFraud didn't know how the $150B sent to #Iran then to #ISIS??
0,@wayneRu56 @MrTravoli @thehill he took the dossier to the fbi...he was in on it.  He was anti Trump from the beginning.    You know he supported the nazis in Ukraine and Isis fighters in Syria?  What a guy!
0,Obama let ISIS have Syria.Trump let ISIS have a handicapped parking spot!
0,"In the #MiddleEast they have ""religion"" classes. They\'re actually Islamic classes. They\'re  indicative of akin bigotry which allowed or enabled #ISIS and other #Muslim extremists to proliferate in the region.That\'s why modern nations keep religion out of school and politics."
0,"Nope.As forces openly carrying arms and engaging in combat without belonging to or owing allegiance to a recognized Nation-State, while not wearing identifiable uniforms, they are subject to summary execution on the battlefield as unlawful combatants."
0,Watch little man hide behind wall and fire. Pop that head up and play whack a mole the right way.
0,"@washingtonpost I want some brave reporter to ask in a presser, ""What do you think of ISIS participating in the Sokovia Accords?"""
0,We now live in a world where #Bono is comfortable in #Davos and #TonyBlair is renowned for being #ThatGuy.
0,@Rodney_Fury @nytimes Saddam was a brutal dictator he had thousands of Kurds murdered and his regime was one of the worlds leading state sponsors of terrorism. ISIS came about because the military wasnt allowed to do their job and because Obama pulled us out before the job was done.
0,It really be the homies u know for 8 years that join ISIS 
0,insanity and apologetics infesting the low IQ WOMEN of #newzealand stop this nonsense before sharia law allows your husbands to decapitate you.
0,Just get the childrens back please
0,@winstonCovfefe @Bud_Doggin She is ISIS when they gonna remove her?
0,@__Smithckoff BONS ESTUDOS ISIS DESCULPA ATRAPALHAR
0,Still enormously impressed by @georgegalloway masterful performance in America.
0,"@RyanAFournier Disagree, Obama created ISIS and had zero interest in destroying his masterpiece. "
0,Targeted #ISIS accounts#targets #iceisis #opiceisis
0,@VilorikN @libertylatina @ANDRES_CANO42 Oh shut up! Those animals you see in the video have killed way too many people in Venezuela. Theyre equal to ISIS or any other terrorist group.
0,This is fast moving folks. They're getting the full-on ISIS treatment. 
0,@SenatorSinema I will be visiting and I want to know how in the hell you can state Americans can join ISIS to fight me as a US soldier! Disgraceful and disrespectful you will never represent me!
0,US Coalition in Syria Using ISIS at Al Tanf  via @grtvnews
0,"@ #revolution #WaronDrugs  Trump is very quietly going about undoing what Sen. McCain did, that is ISIS and the poppy fields in Afghanistan."
0,Its goin down for real.
0,Code Red by Allan J. Lewis #political #thriller #isis #USA #stand-alone  via @KryssieFortune 
0,#Muslim:  #Syria #ISIS  #IS  Get your free copy of Peter Townsend's ebook On Islam and Indoctrination at: 
0,Philip Schuyler on Twitter 
0,"Eye popping list, Philip."
0,"Ahmed Rashid pops up to pretend that the Trump Beach Talibs have pasta.  From the guy who invented the squashed tank story. No mention of how the aging Gitmo Gang is going to control the ISI, ISIS and two dozen or so regional terrorist groups. "
0,Israeli air to ground missiles seem to be to support terrorists still active around Aleppo. So much for the US claim that it has ended ISIS by supporting the Kurds taking Baghuz. 
0,How ISISs Brutal Project in the Middle East was Finally Overthrown  by @NatCounterPunch
0,"@arunjeba @rupasubramanya @NITIAayog After join in RSS  all scientists r finished ,all education opinion finished, only Raul praiseing ISIS and all terrorists is true, because he is half Christian.there r all news records present during upa era permission denied, converts r enemy of nation ."
0,"When ISIS recruits children as killers, how hard is it to reverse the brainwashing? "
0,"@timtime2 @ThirdWayTweet Take it easy, give the man a chance. Hes done incredible things in just two short years... he just obliterated ISIS.. you know, that world wide terrorist group thats been killing and torturing people.."
0,@RyanAFournier @Lisa_Lisa_NJ Maybe Obama created ISIS.  Paid mercenaries of the Deep State.
0,"@SethAbramson ""Russia was waging cyberwar on America""...cyberwar, *21st cen*....treasonous, traitorous, territory here...Americans fighting with ISIS end up in prison, DJT etal including complicit GOP members deserve to be ""men w/o a country""."
0,Sia Isis 
0,Obama wouldn't do that to his Muslim brothers. Think of money on a pallet and a private unmarked jet on a runway in Iran.
0,British SAS hero 'takes out 30 ISIS fighters with a grenade launcher' 
0,@murad_ismael @saudziad1 @UN @UNHumanRights UN is hostage in hands of rich Sunni Arab states who pumped money and support in making of Demonic Isis Caliphate which bought havoc terror and disaster in Syria and Iraq. They forgot it might have later spread inside their territory too. UN must set up enquiry
0,"@RyanAFournier Come on you know better than that... He doesn't wish he would have taken them on... The unamerican, traitor, scumbag created ISIS... Why would he want to defeat them?"
0,@ReaganiteLEO @adagioforstring Mueller has the keen ability to just turn things off and pretend it's not there. Kinda like Jihad. He's the FBI Director that pretended jihad wasn't a thing. Massing 900 open ISIS cases in all 50 States.
0,"@GregNorberg They'll create their own hell (isis) all over again, so ya, they should all go back to their land of freedom."
0,Why would he want to stop that which he so carefully built and funded?
0,"@wb___maine @maggieNYT Well economy is booming , unemployment down , wages rising and he has started no wars and ended ISIS. If it is by accident hope he keeps it up. Oh yeah and the border is getting secured."
0,@maddow How would you know? Your head was so far up the collusion ass that Im surprised you noticed anything. Did you miss prison reform? How about isis defeat? No? How about lowest black and female unemployment ever? How about trade reform?  He succeeded in spite of your best effort.
0,"If we would have taken the oil, you wouldn't have ISIS."
0,best = isis ami = mali
0,"He is a Freemason and half British and ISIS was training there in Jordan, they don't care about holy sites or Syria, they want their oil. Freemasons and ZioJews compete and work together at the same time, they make deals constantly."
0,Syrian Journalist Reveals How The US Is Working With ISIS Behind The Scenes  via @YouTube
0,#Muslim:  #Syria #ISIS  #IS 'Nothing to do with Islam?' by Peter Townsend. Get your copy today! 
0,"@boghche Evil cult MUSLIM lady ....wonder why she doesn't talk or interviews with US media....she get $$$ from Mohammed/BS...no single person in iran nor here in US support this Evil Maryam Rajavi publicly...Islam destroyed Iranian, Persian civilization brutally as  100 x brutal than ISIS"
0,   
0,"@greatawakecoach @goldendoekd Ooops, I hope he used a VPN. I was thinking of tweeting pics of pork chops to ISIS Twitter accounts.Ins't Tiwtetr a pro-treorrsit sciaol midea wsbetie?"
0,"In a Syrian camp for ISIS supporters, a Belgian vows she made a huge mistake - The National #ISISWomen  "
0,Agree!
0,"Here comes a new Terrorist group. Attacks are same, funding pattern is similar, just attackers are different. Just when ISIS was being cleaned up by its own feeding hands, this emerges. There's no respite. Innocent people suffer (mostly Muslims) in these ideological warfare games"
0,I bet Australia feels much better without that leechAustralian ISIS bride refuses to return home with her son because there are 'naked women on the streets'
0,@daveweigel If the Democrats had a pre- me too moment of clarity and impeached Bill Clinton..Al Gore runs as an incumbent.20 years ahead on global warming. No 9/11 No Iraq War No Isis  No President Trump
0,Targeted #ISIS accounts#targets #iceisis #opiceisis
0,@NatashaFatah Too friggin bad.   She should be charged by a world court to be set up for detained  ISIS  members as an accessory to murder.  And good for Belgium regarding this.
0,Obama didn't want to take on IS IS because he supports Islam.  So that is that.
0,@yeohyuck vc pra mim eh so isis agora
0,@IsisCanal QUAL ISIS??
0,@WalshFreedom Ummmmmm they also ban ISIS videos and praise.
0,ISIS sympathiser mowed down Melbourne pedestrians gets life in jail  via 
0,"@ShaharAziz1 @Meir_Lipa @SittingCalf @hannyka6 @MoonwalkerSama @minskeee @Vrouwe @glaser_holly @laielkha @NaxaRock @Just_someNobody @FOYS75 @AbdullaLoula @RealArtisans @Elham4Rafa @x__Leo__x @Highr0ller @ITsalagi @spain_1957 @Michael__Baskin @2Whistleblow @farhoud_johnny @grantygordon @mighty_jar @danlivni @Kluvar @Sibrad2 @StanleyFletch15 @1humanagenda @wherepond @abcxyztea @SamSalah_ @CplBear @StudentOfDrA @HarryTrevor8888 @1187Ian @methuengena @RacingCommander @Rasputinish @plopington1 @m80rox @Elibbb8 @BjayzusBob @DohanyJulian @southyarradan @Stephenb4profit @havaneas @felledger @contrarian11 @normfinkelstein Hezbollah got rid of ISIS in Syria, and gave the apartheid state a bloody nose in 2006, knock out a quarter of the ""invincible"" apartheid state made tanks! Excellent!"
0,Obama employed them are you kidding
0,@RyanAFournier Obama set up the system to attack ISIS. Trump got mop up duty. Way to go Bone Spurs.
0,@RyanAFournier Hell Obama created ISIS his only legacy 
0,Thank you MR PRESIDENT
0,"@LeuncaK @OutFoldPodcast @Omaymam_94 @angerspreadthin @twittwootwiggy @JaiBoy According to isis your god told them to cut the throat of alan henning, a kind charity worker trying to help muslim children caught in conflict so i don't think i can trust that gods decisions"
0,@RyanAFournier Obama was isis
0," #Persecution-advocacy, Nigeria terrorist Hotspot, #Christians Killed daily, #America's ISIS, more #Gospel-News worldwide#ChristianBooks Thriller, Great Read! Steel the Darkness  "
0,Thats what courage and integrity looks like. We need more ppl like him.
0,"It still resonates as a disgusting premeditated baseless act.  All part of the master plan, research PNAC - Project for a New American Century, and the Yinon Plan #Iraq #GreaterIsrael #Libya #Lebanon #Somalia #Syria #Sudan #Iran #ProjectForANewAmericanCentury #GeneralWesleyClark"
0,@RyanAFournier Thats because Obama founded ISIS and brought them all here.
0,@lenatheplug @KendraSpade @AnaFoxxx @adrianachechik You need to eat a milf realll soon!So choose any of those! Romi rain/isis love/kendra lust/julia ann/cherie deville please 
0,#Muslim:  #Syria #ISIS  #IS Allah the mutilator - freel the 'peace' 
0,Kinda hard since he financed them
0,@GeorgeWept You should never make fun of ISIS. Those guys'll kill you!
0,Isis is always coming at me; through one person or another. NOT TODAY ISIS!!!
0,"Hell yeah that's the best idea I've heard in a long time, I'm down for that.."
0,If this keeps going like this there may be soon
0,@isismaese Thank you Isis 
0,@Oliveiraamts isis
0,Jihad Will Continue Despite ISIS' Caliphate Dream Being Over - Freedom Outpost 
0,@AlphaJackal And this is not the same as just adding mp5 which hel and Isis have a passive for
0,@MattRoberts19 @flecha2 @AnnCoulter Unemployment. The economy. Relations with NK.  Isis....  to name a few - specific - things. Any unbiased person that pays attention. You are neither.
0,ISIS have been renamed as Syrian Democratic Forces by the US.
0,@RyanAFournier Obama funded isis
0,What do you mean he wishes he took them on hell he armed them!
0,"woke white woman: *puts on hijab to show solidarity with islam*everyone: wow so braveme: *puts on isis uniform and bomb vest, proceeds to shout allahu akbar in crowded public places*everyone: um you can't do thatwe truly live in a society."
0,@SyriaCivilDef @kmk5073 The white helmets are just Isis in disguise robbing and raping people before the real help arrives
0,nan
0,@RyanAFournier Barry was funding ISIS
0,"@RyanAFournier Renegade did take on ISIS, he gave them American cars (cash4clunkers) he gave them loads of money, he also armed them to the teeth. . He sold out America. A total fraud. #MAGA"
0,@MKellyMN @PrisonPlanet @brianstelter The same Obummer who bowed to ISIS? How many innocents died as a result of his fickle foreign policy? 500k? 600k? He was 100% clown. Worst.President.Ever
0,@RyanAFournier Oops! The car park is now under new management. ISIS is gone.
0,Women: cancelled
0,Targeted #ISIS accounts#targets #iceisis #opiceisis
0,@Shaforden16 @GregAFish @AhmedBaba_ Yokel Haram. Vanilla Isis. The Talibanjo.
0,@brother_chui isis
0,@OLDFLACO @seanhannity And no ISIS.. just sayin
0,@Elizabeth_McLau You'd think they'd have something to say about the supposed defeat of ISIS.
0,@wayneRu56 @MrTravoli @thehill You do have google right?  Im sure you can find McCain celebrating the nazi torch marches  or meeting with Isis fighters.  Really its not hard. This maybe over your head but here is a deep dive
0,@Jasamluver11 @ProudNanaK @lexilovesJasam @Kelsey8125 @Jennife03664714 Lol not unseasoned chicken. Does that mean he was talking about white ppl ISIS it to soon
0,@JoeTalkShow @mdkroner I would think that the Bush family in general would oppose President Trump's tough stance on immigration and his economic protectionism. I'm sure they are happy with the defeat of ISIS and the low unemployment rate. Their issue with him would be more style than policy overall.
0,"@kfz1980 @thehill 1st off, Obama's rebels capture 1/2 of Syria, tired of fighting Russia, hit Iraq. He created ISIS; he recruited them, he armed them and they told y'alls naive city organizer to go to hell. That's 1 of my top 10 u ignorant fool"
0,@kevin_wiener They wont Trudeau pals with him also osama Bin laden went to his sisters wedding look at Boyles court case @manny_ottawa American wife abused Boyles used the mental illness card to cops  @Puglaas she was raped by isis I heard???
0,@Imamofpeace Stop chatting shit. This is not an exclusively ISIS thing.
0,"It's a Walmart in #Minnesomalis, Minnesota. "
0,"#Kurds call for Nuremberg-style tribunal for #ISIS Islamic State terroristsThere is international disagreement about what to do with 1,000 foreign fighters in Kurdish prisons .#Rojava #Kurdistan #YPG #YPJ #Twitterkurds     "
0,western women infiltrating Islam to fuck it up with feminism is pretty funi tbh
0,"Why do people seem to ignore obama is on video saying ""we are arming isil forces in Syria etc"". That is ISIS lol. He ran guns through Benghazi and armed them. He admits it on video. Why would he want to destroy his little terrorist army."
0,@MrAndyNgo If you want to blame someone blame ISIS.
0,How can a fucking imam not know what a tawhid is. Nigga certainly gets that Mossad bread fr
0,"@JFNYC1 @CNN @MSNBC """"   ?  ,,  """"     . -, , , , ISIS     #     - ? #, # #, #, #"
0,GAK USAH PULANG!
0,#ISIS high priority target. Please report  [] HACKED 2013    today#opiceisis #p1targets #phantomhubs 
0,Absolutely. The plan was to provide safety while ISIS occupied the land. Time to send them home.
0,"#Muslim:  #Syria #ISIS  #IS ""The Mecca Mystery"" by Peter Townsend.   "
0,"#Islam #Syria #Paris #London  ISIS, Islamic or not? Judge for yourself. "
0,@SY_R_I_A_N WTF? ISIS is wiped out so they can't claim they were targeting them.
0,Obamas plan was never to eliminate ISIS. He created them.
0,"A pack of lies in Iraq war.This is the same US is trying to do in Venezuela, right now.Spread the truth!! Don't let it happen again, another cynical regime change attempt on Venezuela. #HandsOffVenezuela"
0,NOT TODAY ISIS.
0,4 ISIS-K leaders killed in separate airstrikes conducted in Nangarhar province
0,Isis Adalah Islamic State of Iraq and Syiria
0,"If I were a Muslim, I would probably be deeply offended by this. It is nothing more than virtue signaling. And of course, the women are all white."
0,@FeyreArcheron6 isis tb
0,We want every REFUGEE that Obama put in America to destroy us to be deported back where they came from now that ISIS is destroyed we do NOT want them here in AMERICA at all they are NOT WHO WE ARE 
0,.@JebBush Where is George?
0,Not on our watch brother
0,"@LUFC_UM @jfirthlufc @Lewishunt893 Just because the majority were white people it doesnt mean they believe in god and practice Christianity.. Isis devout their life to Islam and the Quran, they shout allahu akhbar (god is great/greatest) when committing a act it terrorism for a reason you know"
0,@Brewhaman If he wants to keep his citizens safe he should protect us with white men. They're the biggest terrorist group in the country. White nationalist have killed more Americans than Mexicans isis and any other group u want to include. But that's his base.
0,Obama was a weak socialist as is our Canadian Liberals. #TrudeauIsDone
0,FlavianeLeito EmilianaGabriellyMariaAlexiaLetciaIsisKatielleMariaRaquel
0,No he does not!  People still do not understand the inner man and his true agenda. Every move and action including non actions were calculated to further his (Alinskys) agenda. He did want to harm America! Guaranteed! Results indicate intentions! His were always harmful!
0,"@LUFC_UM @jfirthlufc @Lewishunt893 Just because the majority were white people it doesnt mean they believe in god and practice Christianity.. Isis devout their life to Islam and the Quran, they shout allahu akhbar (god is great/greatest) when committing a act of terrorism for a reason you know"
0,Lah....
0,any niggh wearing black forces could take on isis by himself
0,"@Imamofpeace Its not a ISIS sign Only, the adapted it"
0,"he ISIS worldview dominatesnot in some distant theater of war, but right smack in the West itself (an internet search for terms such as no-go zones and Muslim enclaves demonstrates the prevalence of this phenomenon). "
0,@RyanAFournier You mean Obama wishes he had funded ISIS better so they would have lasted longer.
0,"The beautiful, courageous women of the YPJ  They fought ISIS and won. Look at them, Aren't they spectacular! "
0,@RyanAFournier Ya @BarackObama @POTUS44 funded isis with all that money he supposedly lost  Obama will alway be a joke of a president
0,"....while pedo, Isis, BLM and Antifa BS continue."
0,@IlhanMN ...not today ISIS. 
0,As Milo said and I sadly paraphrase:  This is what cultural suicide looks like.
0,Now that Trump eliminated ISIScan we STOP taking in refugeesAND send the ones we have BACK!?
0,@RyanAFournier He funded ISIS. never forget
0,"The ISIS worldview dominatesnot in some distant theater of war, but right smack in the West itself (an internet search for terms such as no-go zones and Muslim enclaves demonstrates the prevalence of this phenomenon). "
0,"The Spirit of God, working its miracle of change w/in the heart, becomes the ultimate authority, the agent of transformation, and the arbiter of truth.-Mary Magdalene (Spiritual Partner of Yeshua Benjoseph and the Highest Initiate of the Order of Isis)#ProfoundBeyondCompare "
0,His goblok
0,Been saying it for weeks now but the new MSM talking point is to compare anything that is even remotely pro-white to ISIS. 
0,"@SecPompeo @StateDept @USAID BREAKING: Ongoing right now, #Israel and the #US jointly bombing #Syria #Aleppo.This is what #Trump signing the #GolanHeights deal meant.   USA=iSiS"
0,Targeted #ISIS accounts#targets #iceisis #opiceisis
0,"@Sirnex89 @jegelskerlivetj @Syrian_MC I'm reminded of H W Bush who told the \\\\\\kurds in Iraq to revolt in 1991, then did nothing. The US will walk away from you before attacking Turkey a NATO memberAgain + receive 50 tons of Gold from ISIS to help them."
0,@RyanAFournier He created isis
0,This is what happens when you are completely ignorant of a sect of an ideology with a fundamentalist doctrine with a clear message of conversion or subjugation.
0,...
0,FYI - This is how ISIS Continued their carnage thx to (Obama)This is how ISIS was Destroyed &gt;&gt;  by Mr. @POTUS / @realDonaldTrump Amen
0,Hi @IlhanMN Can you post the account where you stand in front of the ISIS flag?Thank you.
0,U.S. Army Now Just Chasing Single Remaining ISIS Soldier Around Ruins Of Syrian Village 
0,"@itsJeffTiedrich I sure hope he gets our money back from Iran, guns back from Mexican Drug Cartels and our Uranium from Russia. That would be a Huge start. He has already gotten back an incredible number of jobs, that Obama gave away.  Hell he Defeated ISIS also!"
0,Too funny.
0,@lldipity @sahilkapur @KatyTurNBC Or Trump's secret plan to defeat ISIS in 30 days
0,"#YPJ celebrates victory in Heseke: We will save Afrin too!Womens Defense Units (YPJ) announced that they will continue to be a guaranteer force for the gains of the self government and that they will liberate Afrin as well, during a celebration of the victory against ISIS. "
0,Not even Muslim but Im takfir-ing this nibba
0,@_natalielloyd And beginning with ISIS's  butt.
0,"In some ways, Putins regime is the closest reference point for the Netanyahu government. But in other ways, its the Trump administration. Case in point: saying any old made up inflammatory shit on Twitter to whip up reaction."
0,1100 words done for my paragraph on ISIS. Whew
0,"Islam is about brutal conquest, brutal control or a brutal death if you dont submit, this is based on the Koran, actual historical facts and recent atrocities by ISIS and threats against gays by Brunei"
0,Wouldnt be surprise if he giving our secrets to ISIS. #MAGA
0,"@LawrenceConnol2 @RonWyden You seem to be unaware that diplomacy is required between heads of state whether friend or foe.  Anyone watching the 2016 campaign knew Trump wanted Moscow as an ally against ISIS/SYRIA/IRAN.  But warmongering DEMS stopped that, starting with Obama, then the Deep State did"
0,"@seanhannity THIS IS ONE OF THE SNEAKY WAYS THAT U, TRUMP, JEANNIE, INGRAHM, CARLSON and DOBBS ARE PLANNING TO START A RACE n A MUSLIM WAR.  U WHITE SUPREMACISTS AT FAKE FOX NEWS SHOULDN'T BE INCITING VIOLENCE AGAINST ANY AMERICANS.  SHOULD ISIS CHOOSE A SIDE TO DEFEND CAUSE THEY'RE MUSLIMS"
0,it at the end because he told me he was in Palmayra. He died. I felt sorry for him. He was Syrian he was young his parents are martyrs only him and his brother survived. He died very alone and he wrote me before he did. But all those ISIS insurgents are very calculated. 2/2
0,"@JayandChrissy2 @OraCLeCiNci @TheLoveBel0w @yashar @DafnaLinzer In one tweet you appear to link conservatives with right wing extremists and deny both a platform, even though not illegal. That seems totalitarian and dangerous. The left made ""MAGA"" a sign of hate, not the wearers. Should we deplatform Islam because of ISIS?  Dems/Antifa?"
0,"@BillKristol I dont know if we can recover from this record low unemployment, or this new energy independence, or this near total defeat of ISIS."
0,This takes the biscuit. 'Terror chiefs' worried ISIS members could be the victims of 'Islamophobes' on their return. Nothing at all about the safety of the Irish public. Public are slowly wising up to the agenda here 
0,@CountDankulaTV @Maii_Degeese If a muslim immigrant to US had this amount of money donated to them by ISIS terrorist I'm sure your view on responsibility and whether or not they're entitled to entering the country would be different. All of a sudden you care about lives ruined by restrictive immigration policy?
0,@CNNConnect @cnni @arwaCNN the only ISIS fight CNN always cover is in Iraq or Syria ...you ve never mentioned Benghazi or Derna in Libya who faught ISIS serial killers on their own without international help !
0,@AdeshinaDanjuma @Partisangirl @4feddaaeec3a403 @IDF @netanyahu Thats exactly why isis Have American weapons. Its well known isis were funded by western money via the Saudi regime.
0,"On a serious note, this post on FB demonstrates that FB is doing something #Twitter is not.FB is now scanning all photos posted and REMOVING those that display #ISIS symbology...  I applaud FB for taking this step.#Twitter still sucks.  They allow beheadings.  "
0,Hungary Says Suspected ISIS Beheader Had Pre-Paid Debit Card from EU  via @BreitbartNews
0,THE spokesperson for Netanyahu tweets out the most blatant Islamophobia that will get ZERO response from any US politician
0,"@DavidLammy Every1 gets a podium - it's called free speech! We can make our own minds up on what we feel about a given person and don't need authority telling us what 2 think. If we let Choudry on TV, or ISIS flag-wavers burn stuff whilst protected by police, then we let TR speak and be judged."
0,"Evil, pure EVIL!"
0,@pacifistHULK @TerrinaMajnoona Is it worse than the one where Anthony Weiner joins ISIS and then is turned into a dog? A Daeshhund?
0,Guys like him wouldnt be in ISIS but the situation of location and seeing their whole family killed in front of them and being 18 at the time. But guys youre interviewing at TV are animals who came into Syria and created ISIS to kill and kill and kill and nothing else.
0,It never ends with Israel. The victimizer Israel blaming the victims.  But the days when this nonsense hasbara narrative was easily sold and  bought by the international community is rapidly coming to an end. Young  Jews and Orthodox Jews are standing in opposition to your lies.
0,@caracoesque31 @cricket24x7in @realitycheckind Ya moditard. Modi will have alliance with anti Hindu DMK and Owaisi if he wants to stay in power and you will cheer it as a master stroke. So stop acting like a saint. People like you who backstab Hindus must be kicked out and sent to Syria to clean ISIS toilets.
0,@charliekirk11 If ISIS is defeated is it time to send the refugees back to their country so they can enjoy their cultural beliefs and religion. I dont want to offend them anymore coz i have different religion and beliefs from them. :(
0,#SDF #YPG #YPJ
0,@realDonaldTrump Please Remove All Islamic Muslims Terrorists from USA AND NEVER LET THEM BACK IN USA EVER AGAIN. Remove the Terrorists Omar and Tlaib from Office Now and Arrest the Criminal Terrorist Ahmad Musa Jibril. 
