Text,Retweet count,Favorite count
b'Er plante Anschl\xc3\xa4ge: ISIS-Terrorist Imran Q. aus Oberhausen get\xc3\xb6tet https://t.co/BbgnRZYr1r',0,0
b'@theginger_girl @realDonaldTrump No we got rid of all the embarrassment when this chump here\xf0\x9f\x91\x87\xf0\x9f\x91\x87 left. Trump kills Is\xe2\x80\xa6 https://t.co/F9An24rPk2',0,0
"b'Quedaros en Morolandia, con vuestro moro, a apechugar.'",0,0
"b'1960-1980 our dear romans had in their culture customs, said\xe2\x80\x9d Culture prevents..\xe2\x80\x9d OK, we gave away. Now we have mus\xe2\x80\xa6 https://t.co/2TcZYeWAqZ'",0,0
"b""@TheUriGeller @HouseofCommons Actually, I did it. You're the ISIS of bending stuff. You'll claim anything!""",0,0
"b'@zehabesha Megerssa Fake Ethio addition! ""Liar Liar Pants on Fire\xe2\x80\x9d Fact: Oromo ISIS Megerssa reloc. m/t 1 mil. Orom\xe2\x80\xa6 https://t.co/2Sdnnc6VIq'",0,0
b'How Trump Betrayed the General Who Defeated ISIS https://t.co/NETWnTyyBj',0,0
"b""@VOANews DISHONEST LEFT-WING PROPAGANDA - VOA doesn't want us to remember that TURKEY was the country that would no\xe2\x80\xa6 https://t.co/EfLP4UrPsG""",0,0
"b'Three Spanish women pleading \xe2\x80\x98not guilty\xe2\x80\x99 of any crimes in the Islamic State. Just at home, looking after the kids.\xe2\x80\xa6 https://t.co/QvhXW7Y6vg'",0,0
"b'@fanatelevision Megerssa Fake Ethio addition! ""Liar Liar Pants on Fire\xe2\x80\x9dFact:Oromo ISIS Megerssa reloc. m/t 1 mil. O\xe2\x80\xa6 https://t.co/5g8aRpHv2x'",0,0
b'@studentactivism They look as ISIS women \xf0\x9f\x98\x89\xf0\x9f\x98\xb1',0,0
b'\xe2\x9b\x94ISIS\n\n\xe2\x9e\xa1https://t.co/CCA2ePGk6M\n\xf0\x9f\x86\x94https://t.co/REHYvNeyNc\n\n\xe2\x9e\xa1https://t.co/h88jmwaJSX\n\xf0\x9f\x86\x94https://t.co/znS4FB6317\n\n[ #KatibaDesKuffars ]',0,0
"b'@TheEbstv Megerssa Fake Ethio addition! ""Liar Liar Pants on Fire\xe2\x80\x9d Fact: Oromo ISIS Megerssa reloc. m/t 1 mil. Oromo\xe2\x80\xa6 https://t.co/99KMM8sk2l'",0,0
"b'""How does it feel\xc2\xa0\nHow does it feel\xc2\xa0\nWhen you\'re alone\xc2\xa0\nAnd you\'re cold inside"" MJ'",0,0
b'\xe3\x80\x90ISIS/\xe3\x82\xa4\xe3\x82\xb9\xe3\x83\xa9\xe3\x83\xa0\xe5\x9b\xbd\xe3\x80\x91\n\xe7\xac\xac9\xe5\x9b\x9e(2015\xe5\xb9\xb4)\xe3\x83\x8d\xe3\x83\x83\xe3\x83\x88\xe6\xb5\x81\xe8\xa1\x8c\xe8\xaa\x9e\xe5\xa4\xa7\xe8\xb3\x9e \xe9\x8a\x85\xe8\xb3\x9e\n\n\xe8\xaa\xac\xe6\x98\x8e\xe3\x83\xbb\xe3\x82\xa4\xe3\x82\xb9\xe3\x83\xa9\xe3\x83\xa0\xe5\x9b\xbd\xe3\x81\xa8\xe8\x87\xaa\xe7\xa7\xb0\xe3\x81\x97\xe3\x82\xa4\xe3\x83\xa9\xe3\x82\xaf\xe3\x81\xa8\xe3\x82\xb7\xe3\x83\xaa\xe3\x82\xa2\xe3\x81\xab\xe3\x81\xbe\xe3\x81\x9f\xe3\x81\x8c\xe3\x82\x8b\xe5\x9c\xb0\xe5\x9f\x9f\xe3\x81\xa7\xe6\xb4\xbb\xe5\x8b\x95\xe3\x81\x97\xe3\x81\xa6\xe3\x81\x84\xe3\x81\x9f\xe3\x82\xa4\xe3\x82\xb9\xe3\x83\xa9\xe3\x83\xbc\xe3\x83\xa0\xe9\x81\x8e\xe6\xbf\x80\xe6\xb4\xbe\xe7\xb5\x84\xe7\xb9\x94\xe3\x81\xae\xe3\x81\x93\xe3\x81\xa8',0,0
b'Muchos rumores de que si hay repatriaci\xc3\xb3n de las espa\xc3\xb1olas que fueron  Siria a juntarse con el ISIS Podemos esta al\xe2\x80\xa6 https://t.co/UVZ1xLqNGJ',0,0
b'Persecuted Christian Mother Asia Bibi Still Trapped in Pakistan https://t.co/iqiRDVXRla via @BreitbartNews we shoul\xe2\x80\xa6 https://t.co/oIPFKYgT3J',0,0
b'@mariana_hcan @el_pais Eso es muy ben\xc3\xa9volo para con ellas. Unirse al ISIS es de ser principalmente muy pero que muy hijo de puta.',0,0
b'Trump LIED U.S. still fighting ISIS in Syria!',0,0
b'@SilvioS_ita @matteosalvinimi Infatti la sinistra non aveva palle anche per i fascisti e i fascisti sono rimasti ap\xe2\x80\xa6 https://t.co/9ilpgGjgtD',0,0
b'ISIS has NOT been defeated as terrorists are \xe2\x80\x98re-grouping in Syria\xe2\x80\x99 and plotting more attacks on the West https://t.co/CJSrKV32lv',0,0
b'@hijakejohnstone Those tall buildings will be handy for throwing gays off. Isis reborn.',0,0
b'@townhallcom And yet if someone on the right said we should nuke ISIS the left would flip. Even if the person sayin\xe2\x80\xa6 https://t.co/RJZkTiUCwR',0,0
b'FBI considers white nationalism as much of a threat as ISIS https://t.co/VWgCeHFdc5',0,0
"b""@ChuckCallesto Dark  Money= from isis=dems=Clinton= SMELTS  in A  Can of  SARDEEN'S   all  DEMS  SMELL  like  CROOKS= CAN  OF  SPAM\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3""",0,0
b'@Partisangirl @Ayferorhan2 @SouthgateLabour @miriamdwek You Tube Videos Deleted where Obama Admitted to Funding and\xe2\x80\xa6 https://t.co/RquovSOzmp',0,0
"b'@FelipeRubiano11 y hoy Rusia junto a AL Assad, est\xc3\xa1 ganando la guerra y derrotando a ISIS (terroristas patrocinados\xe2\x80\xa6 https://t.co/RcUKD73PuZ'",0,0
"b'@tedcruz MB Obama agrees, no doubt. How else is ISIS supposed to grow like it did when he was President.  The Dem p\xe2\x80\xa6 https://t.co/epGKPmdpYW'",0,0
"b'@NAMA_AMHARA Megerssa Fake Ethio addition!""Liar Liar Pants on Fire\xe2\x80\x9dFact: Oromo ISIS Megerssa reloc. m/t 1 mil. Orom\xe2\x80\xa6 https://t.co/wXrOogRVsn'",0,0
b'@Staticulator Also...I feel like they did go so far and accused Salman Rushdie of starting ISIS...which was surprising',0,0
"b'Me han recordado a la protagonista de una pel\xc3\xadcula holandesa que est\xc3\xa1 en netflix y se llama ""Layla M.""'",0,0
b'Isis in 2015: https://t.co/L09eUKdAS4',0,0
b'Le\xc3\xad el art\xc3\xadculo esta ma\xc3\xb1ana y las dudas sobre su inocencia y su lealtad est\xc3\xa1n justificadas.',0,0
"b""Why is this hero being treated as a terrorist? He should be released immediately. \n\nBritish anti-ISIS fighter 'join\xe2\x80\xa6 https://t.co/BxSwRouw1k""",0,0
"b""The 'ISIS Matchmaker' Wants to Return to the UK  https://t.co/AAk3sFwYCQ""",0,0
b'Surviving ISIS: Young Yazidi conscripts begin long path to healing https://t.co/67NQfUFHLk',0,0
b'Where them Canadian ISIS fighters at? https://t.co/kb0ixUenwt',0,0
b'@CakFiq99 ANAK IDEOLOGI ISIS | \n\nCAPRES 02 didukung Munarman -Jubir FPI yg SUDAH BERBAIAT dengan Kelompok Radikal I\xe2\x80\xa6 https://t.co/YCx40cRA49',0,0
"b'@ObangMetho Megerssa Fake Ethio addition! ""Liar Liar Pants on Fire\xe2\x80\x9d Fact: Oromo ISIS Megerssa reloc. m/t 1 mil. Oro\xe2\x80\xa6 https://t.co/pMbKxivZch'",0,0
"b'Lo siento mucho, pero esta mujeres no pueden volver a Espa\xc3\xb1a. Si has decidido unirte a la causa del ISIS, no hay vu\xe2\x80\xa6 https://t.co/MGRha8SUxI'",0,0
b'Ojal\xc3\xa1 y caiga esa desgraciada me mayra.veliz de una por todas',0,0
b'Isis henchman killed in airstrike.  He wanted to blow up a German shopping center.\n\n Er plante Anschl\xc3\xa4ge: ISIS-Terr\xe2\x80\xa6 https://t.co/dPTzS01YRZ',0,0
b'Hilo imprescindible del director del @InterSecurObser @GazapoLapayese',0,0
b'@TarekFatah Fuck ISIS',0,0
"b'Temple of Isis, Philae, Egypt. https://t.co/9jbZfKbVvG'",0,0
"b'ISIS recruiter demands to return to UK: \xe2\x80\x9cThe British are scared, they don\xe2\x80\x99t want to deal with us, but they must\xe2\x80\x9d\xe2\x80\xa6 https://t.co/GHEBDlorHu'",0,0
b'#NorthKorea smuggling drugs in Syria ! Last time heard Chemical weapons which were attacked on Syrian people were m\xe2\x80\xa6 https://t.co/7OUNZTNwkp',0,0
"b'@VOAAmharic Megerssa Fake Ethio addiction! ""Liar Liar Pants on Fire\xe2\x80\x9d Fact: Oromo ISIS Megerssa reloc. m/t 1 mil. Or\xe2\x80\xa6 https://t.co/Y64doqFbHE'",0,0
b'\xe5\xa4\x96\xe5\x9b\xbd\xe4\xba\xba\xe3\x81\xae\xe3\x81\x93\xe3\x82\x8c\xe4\xbb\xa5\xe4\xb8\x8a\xe3\x81\xae\xe5\x8f\x82\xe5\x8a\xa0\xe3\x82\x92\xe9\x98\xb2\xe3\x81\x90\xe3\x81\x9f\xe3\x82\x81\xe3\x81\xab\xe3\x80\x81\xe6\x8b\xa1\xe6\x95\xa3\xe3\x82\x92\xe3\x81\x8a\xe9\xa1\x98\xe3\x81\x84\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\n\xe3\x83\x86\xe3\x83\xad\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88\xe3\x81\xae\xe6\x9c\x80\xe3\x82\x82\xe6\x81\x90\xe3\x82\x8c\xe3\x82\x8b\xe6\x89\x80\xe3\x81\xaf\xe5\x98\xb2\xe7\xac\x91\xe3\x81\xae\xe7\xb2\xbe\xe7\xa5\x9e\xe3\x81\xaa\xe3\x81\xae\xe3\x81\xa7\xe3\x81\x99\n\xe3\x80\x90\xe6\x8b\xa1\xe6\x95\xa3\xe5\xb8\x8c\xe6\x9c\x9b\xe3\x80\x91\xe3\x82\xa4\xe3\x82\xb9\xe3\x83\xa9\xe3\x83\xa0\xe5\x9b\xbd\xe3\x80\x81\xe5\x86\x85\xe9\x83\xa8\xe5\x88\x86\xe8\xa3\x82\xe3\x81\x8b\nhttps://t.co/Bf5uxiOweX\xe2\x80\xa6\n#\xd8\xb1\xd8\xb3\xd8\xa7\xd9\x84\xd8\xa9_\xd8\xa5\xd9\x84\xd9\x89_\xd8\xad\xd9\x83\xd9\x88\xd9\x85\xd8\xa9_\xd8\xa7\xd9\x84\xd9\x8a\xd8\xa7\xd8\xa8\xd8\xa7\xd9\x86\n#ISIS\xe3\x82\xaf\xe3\x82\xbd\xe3\x82\xb3\xe3\x83\xa9\xe3\x82\xb0\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x97\xe3\x83\xaa',0,0
"b""@ECHOtheCALL Lets just shred it and pretend that we'll read it later..if you have a doctor,you can keep your doctor\xe2\x80\xa6 https://t.co/CfBgz8hqYi""",0,0
b'3\xc2\xbaA eh s\xc3\xb3 a Isis colocando todo dia as msm musicas que j\xc3\xa1 atingiram o limite de reprodu\xc3\xa7\xc3\xa3o INFERNOOO SKKSKSKS',0,0
b'@MexicoRS78 @petersingh206 @PEJOHNSON13 @CarolDa92760329 Time to make Hamas and ISIS look like tree hugging hippies\xe2\x80\xa6 https://t.co/7id9D98PEm',0,0
b'Ten\xc3\xa9is que leer a Natalia a la que debemos agradecer su trabajo diario. Y este... m\xc3\xa1s.',0,0
"b'\xc2\xbfSon un peligro para los espa\xc3\xb1oles el regreso de las mujeres que se unieron al ISIS, a sabiendas de q es un grupo t\xe2\x80\xa6 https://t.co/v91CwUAHEq'",0,0
b'Imperdible #PERIODISMO Felicidades @NataliaSancha',0,0
"b'#Hamid Karzai is on record having noticed build up of #Daesh/ISIS in Afghanistan under the nose of U.S troops ,and\xe2\x80\xa6 https://t.co/eQ1D4rKoJ3'",0,0
b'@TuhinIs74953404 @NadiaMuradBasee Islamic State strongholds have been obliterated if you follow a number of reporte\xe2\x80\xa6 https://t.co/fMS680afpj',0,0
"b'El refranero tan sabio: ""A lo hecho pecho"". Han sido cooperadoras necesarias de las atrocidades del ISIS.'",0,0
b'inept ridiculous dems ..how much does emanuel pay for his obamacare .. what was price of Medical Resources for him\xe2\x80\xa6 https://t.co/l8MhNQUxxX',0,0
b'ISIS 3.0: The More Virulent Threat https://t.co/1kyIDc7b7w via @lobelog',0,0
b'Decidieron irse sabiendo desde Espa\xc3\xb1a a lo que iban y d\xc3\xb3nde iban. Ahora que han vivido el horror quieren volver per\xe2\x80\xa6 https://t.co/eoF5zgbZ3c',0,0
"b'@NAMA_AMHARA Megerssa Fake Ethio addiction!""Liar Liar Pants on Fire\xe2\x80\x9dFact: Oromo ISIS Megerssa reloc. m/t 1 mil. Oro\xe2\x80\xa6 https://t.co/iysIxkW5ah'",0,0
b'@BurdenWhite @washingtonpost \xe6\x97\xb6\xe4\xbb\xa3\xe5\x8f\x98\xe4\xba\x86\xef\xbc\x8c\xe4\xbd\xa0\xe5\x8d\xb4\xe8\xbf\x98\xe5\x9c\xa8\xe4\xbd\xbf\xe7\x94\xa8\xe8\xbf\x87\xe6\x97\xb6\xe7\x9a\x84\xe6\x80\x9d\xe7\xbb\xb4\xe5\x92\x8c\xe9\x80\xbb\xe8\xbe\x91\xef\xbc\x8c\xe8\xaf\xb4\xe6\x98\x8e\xe4\xbd\xa0\xe6\xb2\xa1\xe8\x84\x91\xe5\xad\x90\xef\xbc\x81\n\xe4\xbd\xa0\xe7\x9a\x84\xe8\xaf\x8d\xe6\xb1\x87\xe5\x85\x85\xe6\xbb\xa1\xe5\x81\x8f\xe6\x89\xa7/\xe5\x81\x8f\xe6\xbf\x80/\xe6\x9e\x81\xe7\xab\xaf\xef\xbc\x8c\xe4\xbd\xa0\xe5\x92\x8cisis\xe6\x98\xaf\xe4\xb8\x80\xe7\xb1\xbb\xe4\xba\xba\xef\xbc\x8c\xe5\x8f\xaa\xe6\x98\xaf\xe4\xbf\xa1\xe5\xa5\x89\xe6\x9e\xaa\xe3\x80\x82\n\xe4\xbd\xa0\xe4\xbb\xac\xef\xbc\x8c\xe9\x83\xbd\xe6\x98\xaf\xe7\xbc\xba\xe4\xb9\x8f\xe6\x95\x99\xe5\x85\xbb\xe7\x9a\x84\xe6\x9e\x81\xe7\xab\xaf\xe5\x88\x86\xe5\xad\x90\xe3\x80\x82\n^_^',0,0
b'Of course it hasn\xe2\x80\x99t.',0,0
b'#OpISIS @TwitterSafety please remove #isissupported #Islamic_state_supporters unwanted video unwanted pictures and\xe2\x80\xa6 https://t.co/UNrn9WgCKv',0,0
b'@FBI @santaclaus @CIA @isis someone anyone',0,0
"b'@ObangMetho Megerssa Fake Ethio addiction!""Liar Liar Pants on Fire\xe2\x80\x9dFact: Oromo ISIS Megerssa reloc. m/t 1 mil. Orom\xe2\x80\xa6 https://t.co/ttLbaKKhQv'",0,0
b'#Caracallo nato il #4aprile',0,0
b'Pero Isis.',0,0
b'Targeted #ISIS accounts\nhttps://t.co/uAq0Wb35sb\nhttps://t.co/sumdjotvqJ\nhttps://t.co/hWDgTLFaNS\n#targets #iceisis #opiceisis',0,0
b'\xe2\x9b\x94ISIS\n\n\xe2\x9e\xa1https://t.co/4d9dQPmSyJ\n\xf0\x9f\x86\x94https://t.co/eyXKfr13nt\n\n\xe2\x9e\xa1https://t.co/Eblnqp5IOv\n\xf0\x9f\x86\x94https://t.co/HJQtuB8g9i\n\n[ #KatibaDesKuffars ]',0,0
"b'@NoorNahas1 @CalibreObscura @Kyruer @gdelenes @RashaAlAqeedi @21aar_show at first, yeah you are right, but you are\xe2\x80\xa6 https://t.co/8F0tKrENDD'",0,0
b'dime.',0,0
b'@ken2tou @CynicalGirl_ @YouTube Closing the military bases around the world will help a lot.\nStopping funding Israel/ISIS to.',0,0
"b""@ferencdv @nypost @FDD Serious question: have you not read our report on the 2003 re-orienting of Iran's nuclear we\xe2\x80\xa6 https://t.co/0IjG9OWUKN""",0,0
"b'@VOAAmharic Megerssa Fake Ethio addiction!""Liar Liar Pants on Fire\xe2\x80\x9dFact: Oromo ISIS Megerssa reloc. m/t 1 mil. Orom\xe2\x80\xa6 https://t.co/vMpCCJMiJB'",0,0
"b""@rhodescholar1 @Christo75074176 @wasifhassan97 @LateNightsInThe @Zwei_Augen '...even when it's not deserved.'\nBette\xe2\x80\xa6 https://t.co/GKvPfQFjTo""",0,0
b'isis jugamos t\xc3\xba y yo a verdad o reto.',0,0
b'Querer dar pena con terroristas y mostrando mujeres fantasma . Lo m\xc3\xadnimo es que se vean sus caras y que no regresen\xe2\x80\xa6 https://t.co/yZGW7KWQga',0,0
"b""This idiot has a utility vest, like he's reporting from the Middle East and trying to get the scoop in Isis. Camera\xe2\x80\xa6 https://t.co/mkjocflyzr""",0,0
b's\xc3\xad\xc3\xad.',0,0
"b'#Islam #ISIS #IS:  Get your free copy of Peter Townsend\'s ebook ""On Islam and Indoctrination"" today at https://t.co/tTSDJAdD7C'",0,0
b'#Muslim;  #Syria #ISIS  #IS Goat got your Quran!? https://t.co/23JKlLauT4',0,0
"b'No mamen, pues que esperaban'",0,0
"b'@THEONEPLATINUM @evanswish @NicolaSturgeon Yes. I remember Corbyn saying he would talk to Isis, for example. In the\xe2\x80\xa6 https://t.co/RcyruUtIQi'",0,0
"b""Come on guys... She's EX-ISIS. What else to expect from people like her. \nYou can get someone out of ISIS. But you\xe2\x80\xa6 https://t.co/ir2Yd7aRPf""",0,0
b'Esto es penoso. Que les den a todas estas.',0,0
"b'@fanatelevision Megerssa Fake Ethio addiction!""Liar Liar Pants on Fire\xe2\x80\x9dFact: Oromo ISIS Megerssa reloc. m/t 1 mil.\xe2\x80\xa6 https://t.co/k63eD3awtc'",0,0
b'How Trump Betrayed the General Who Defeated ISIS | The New Yorker https://t.co/QphIduWch6',0,0
b'Are you looking for a #web #research &amp; #LeadGeneration\xc2\xa0 wizard? can you please take look at my profile\xe2\x80\xa6 https://t.co/C3VJVssCox',0,0
"b""2. Isar #ISIS ke da wuya sai #AQAP suka ce gari da...wa? Ba za su yadda a maye masu wurin ta'asarsu ba.  Cikin dan\xe2\x80\xa6 https://t.co/RTyibzVF3e""",0,0
"b'3.Bayan sun kashe junansu sun jikata wasu, #AQAP ta kori #ISIS daga wasu garuruwa.A karshe dai dukansu biyu suna ca\xe2\x80\xa6 https://t.co/kgtN3goJzB'",0,0
b'Trump Betrayed the General Who Defeated ISIS https://t.co/pTlDeMAs4v',0,0
"b""4. A takaice dai, yawancin shugabannan #ISIS sun riga mu gidan gaskiya. Shi ma mai gidansu #Bagdhadi ba'a san halin\xe2\x80\xa6 https://t.co/hzmBoClnxm""",0,0
"b""5. Wannan yana nuna mana manufar dan ta'adda dai duniya, ba addini ba, ba kuma kare Musulmai ba. #ISIS da #AQ halin\xe2\x80\xa6 https://t.co/6FbWKm8S64""",0,0
b'@marcorubio @AsambleaVE @jguaido @NicolasMaduro senador rubio recuerden la doctrina monroe; imaginense a los nortea\xe2\x80\xa6 https://t.co/BCDfNahTro',0,0
"b""@FoAnimated @fergus_ezra Thanks a lot. I suppose Blavatsky's The Secret Doctrine and Isis Unveiled are her main wor\xe2\x80\xa6 https://t.co/GVoddUQdQK""",0,0
b'@TulsiGabbard @1Marchella https://t.co/UoNqnFaNeI',0,0
"b'@zehabesha Megerssa Fake Ethio addiction!""Liar Liar Pants on Fire\xe2\x80\x9dFact: Oromo ISIS Megerssa reloc. m/t 1 mil. Oromo\xe2\x80\xa6 https://t.co/wNA6g3REx8'",0,0
b'Aqu\xc3\xad no pintan nada. Que se queden all\xc3\xad y sean felices con la libertad que les brinda la religi\xc3\xb3n de paz',0,0
b'@Ilhan @Jkbadawy @thefreedomi Um.. that would be a NO.. NOT TODAY ISIS..\n\n#WWG1WGA #WeAreTheNewsNow #Qanon\xe2\x80\xa6 https://t.co/SgKnR8SZLD',0,0
b'Some publicly unknown details of US-Kurdish military partnership against ISIS in this article\n\xe2\x80\x9cHow Trump Betrayed t\xe2\x80\xa6 https://t.co/3BKHMWAnCD',0,0
b'@Partisangirl Assad army pretended ISIS and massacred minorities. The attack on Suwayda was part of an Islamic Stat\xe2\x80\xa6 https://t.co/iRhw1DDS3P',0,0
b'@NadiaMuradBasee I do not know what tribunals in the former Yugoslavia and Rwanda did. Many Nazis got off easy in t\xe2\x80\xa6 https://t.co/n55HcSZBGW',0,0
b'@ZounaidOsman @Christo75074176 @wasifhassan97 @LateNightsInThe @Zwei_Augen Only a fascist claims their belief syste\xe2\x80\xa6 https://t.co/EW1jCWwHU7',0,0
b'\xe2\x9b\x94ISIS\n\n\xe2\x9e\xa1https://t.co/dszym5y1Kf\n\xf0\x9f\x86\x94https://t.co/Kp6J9egIaZ\n\n\xe2\x9e\xa1https://t.co/1fkgK1nlRH\n\xf0\x9f\x86\x94https://t.co/SsE8IJeVGD\n\n[ #KatibaDesKuffars ]',0,0
"b'@ESATtv Megerssa Fake Ethio addiction!""Liar Liar Pants on Fire\xe2\x80\x9dFact: Oromo ISIS Megerssa reloc. m/t 1 mil. Oromo IS\xe2\x80\xa6 https://t.co/YmTvfy2Rne'",0,0
b'Inside the last days of ISIS https://t.co/DA7gGFP3se via @vicenews',0,0
"b'40,000 #Yazidi, mainly #Women &amp; #Children were Trapped in 2014 by #daesh #ISIS at #MountSinjar. No-One Came to thei\xe2\x80\xa6 https://t.co/EqjFiOO7QC'",0,0
"b""'How does this serve US interests?\xe2\x80\x99 @TulsiGabbard slams decision to sell #Saudis nuclear weapons tech \xe2\x80\x94 RT USA News https://t.co/bgkq9LqGP1""",0,0
b'@askmenfess Isis?',0,0
b'@NadiaMuradBasee They and their ISIS brides knew exactly what they were doing to innocents.',0,0
"b'The #Yazidis are a #Kurdish religious minority who live in #Iraq, #Syria, the #Caucasus region and some parts of\xe2\x80\xa6 https://t.co/IEEIHluaCO'",0,0
"b'@ebczena Megerssa Fake Ethio addiction!""Liar Liar Pants on Fire\xe2\x80\x9dFact: Oromo ISIS Megerssa reloc. m/t 1 mil. Oromo I\xe2\x80\xa6 https://t.co/0VOlAIWClM'",0,0
b'@sajidjavid About time you all took the attacks on our churches seriously ! And you fools have allowed hundreds of\xe2\x80\xa6 https://t.co/GR3Mt3aLE9',0,0
b'ISIS! Call them out too Ilhan dare you!',0,0
"b'@delona_evans @fireshallcoum @TgthrWeRemember You said ISIS (as your description of fascism) was progressive, I don\xe2\x80\xa6 https://t.co/EoO1bTruoi'",0,0
"b'The #Yazidi religion has elements of #Islam, #Christianity &amp; #Zoroastrianism. #Genocide #EthnicCleansing #Ottoman\xe2\x80\xa6 https://t.co/q1wgI3NKmS'",0,0
b'@ZounaidOsman @rhodescholar1 @wasifhassan97 @LateNightsInThe @Zwei_Augen it wont be beaten islam is here to stay im\xe2\x80\xa6 https://t.co/0D7g6IPhm5',0,0
"b'ISIS recruiter demands to return to UK: \xe2\x80\x9cThe British are scared, they don\xe2\x80\x99t want to deal with us, but they must\xe2\x80\x9d\xe2\x80\xa6 https://t.co/auLB98Gd6D'",0,0
"b'@NoorNahas1 @CalibreObscura @Kyruer @gdelenes @RashaAlAqeedi @21aar_show soooo, why do u support oposition? The one\xe2\x80\xa6 https://t.co/HgkhvRVHXM'",0,0
b'After #ISIS: #Yazidi boys who survived horrors face long road to healing - my report from #Syria for \xe2\x81\xa6@csmonitor\xe2\x81\xa9  https://t.co/Lt8vfz3gtp',0,0
b'@politstrip @joe56odad @NRA @NRATV My YPJ friends in Syria have clearly demonstrated that women can protect themsel\xe2\x80\xa6 https://t.co/lq3iqeygEe',0,0
"b'@benandjerrys With those orange jumpsuits it looks like your selling \nISIS cream \nShame on you, say no to Terrorism.'",0,0
"b'this song is so good, it could kill isis https://t.co/LxLu6QqZnr'",0,0
b'The #Yazidis were subjected to #Genocide several times under the #Ottoman rule in the 18th and 19th centuries for t\xe2\x80\xa6 https://t.co/RTRp4LYtrn',0,0
"b'@SteveKl00655958 @NadiaMuradBasee ISIS was created by the USA and there alie to destabilize Syria, Iraq, Iran.'",0,0
"b'ISIS bride again pleads to return to UK: ""I was brainwashed while knowing little about the truths of my religion"" https://t.co/G0DCVIVaKf'",0,0
"b'S\xc3\xa9 que he retuiteado mucho al ingeniero hoy, pero me he partido el culo con sus tuits sobre las pavas del isis. Cua\xe2\x80\xa6 https://t.co/wCOJcyPoYB'",0,0
"b'These are not just children, they are ticking time bombs, WHY has Scott Morrison signed off on a document that allo\xe2\x80\xa6 https://t.co/nlfgq5R50a'",0,0
"b'@Q_Estrada @RaychelTania @RealSaavedra God does not equal church, as there are many gods, and many churches. Also,\xe2\x80\xa6 https://t.co/Le4QpbAjR6'",0,0
b'@Diego_Arria La pr\xc3\xb3xima parada ser\xc3\xa1 en alg\xc3\xban reducto de Isis',0,0
"b'On August 3, 2014, the Barbaric #ISIL attacked the #Yazidi living in #Sinjar (#Iraq).\n#Genocide #EthnicCleansing\xe2\x80\xa6 https://t.co/mgOuJgwK6w'",0,0
"b'@NataliaSancha @elpais_inter ) otras mujeres yazid\xc3\xades, que eran esclavas sexuales.\nEstas mujeres, como bien se ha v\xe2\x80\xa6 https://t.co/0wQxrvDzdC'",0,0
b'Remember Benghazi. I said to some people in 2014 that I thought Benghazi was a gun running op into Syria to arm the\xe2\x80\xa6 https://t.co/NeOp4LGJRE',0,0
"b'@eskinder_nega Megerssa Fake Ethio addiction!""Liar Liar Pants on Fire\xe2\x80\x9dFact: Oromo ISIS Megerssa reloc. m/t 1 mil. O\xe2\x80\xa6 https://t.co/lcOapAHi9L'",0,0
"b'@SalihTorgeir @NRA Gabbard ""peacefully"" states ""We must defeat ISIS militarily.""\n ""When it comes to the war against\xe2\x80\xa6 https://t.co/skPhGDJWZF'",0,0
b'@MissDiagnosis Isis brides &amp; their offspring have no place amongst civilized peoples. Let them stay in their chosen\xe2\x80\xa6 https://t.co/n0PhDSliH8',0,0
b'@cristiancrespoj Son los Isis de latinoamerica...tan criminales como ellos no hay',0,0
"b'@SidJustice1992 @Chap17504353 @xeneize2019 @GaryLineker So he killed a whole bunch of innocent people, some of whom\xe2\x80\xa6 https://t.co/WNwcG6rXYg'",0,0
b'The #Genocide of #Yazidis by #ISIL is the orchestrated attack that was a part of a wider offensive to take control\xe2\x80\xa6 https://t.co/qZIpVgxA6Q',0,0
b'Attack of Melon\n#ISISchan #IslamicState #IS #ISIS #daesh #daeshbags #dawlah https://t.co/hhA413sKem',0,0
b'Inside the last days of ISIS https://t.co/oEjuQPv2Hr via @vicenews',0,0
"b'@Margretheholm Det mener du forh\xc3\xa5bentlig ikke seri\xc3\xb8st. \nJa, det er sindssygt dumt, at de g\xc3\xb8r det. Men det t\xc3\xa5ler sle\xe2\x80\xa6 https://t.co/VChkI9GShx'",0,0
b'Christian Science Monitor | All Stories: Surviving ISIS: Young Yazidi conscripts begin long path to healing https://t.co/gqsnbJ4J4b',0,0
b'Isis Love Blowjob! https://t.co/C2ZOcNW0hE',0,0
"b'De acuerdo compa, adem\xc3\xa1s los gringos con la OTAN introdujeron los mersenarios de todos los paises menos sirios como\xe2\x80\xa6 https://t.co/p5pp5QBYZE'",0,0
b'The #Yazidis were declared #infidels and \xe2\x80\x9cdevil-worshippers\xe2\x80\x9d who deserved to be exterminated from the face of the e\xe2\x80\xa6 https://t.co/7k5f9GWvJY',0,0
b'@cspan THE DEMS R JUST GOING TO ALLOW ISIS TO STEAL A VICTORY FROM THE JAWS OF DEFEAT. &amp; DENY THE WORLD JUSTICE FREEDOM OR BOTH.',0,0
